City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
42,longyearbyen,78.2186,15.6401,-1.09,80,75,0.0,SJ,1683385396
43,cedarburg,43.2967,-87.9876,13.52,77,100,4.12,US,1683385452
44,maloye ganyushkino,46.6,49.2667,21.39,42,1,1.97,KZ,1683385453
45,nizhnesortymskiy,62.4397,71.7603,3.48,100,100,4.45,RU,1683385454
46,susuman,62.7833,148.1667,-7.11,88,12,0.76,RU,1683385454
47,monrovia,6.3005,-10.7969,31.87,68,91,4.48,LR,1683385214
48,nemuro,43.3236,145.575,2.79,82,100,4.48,JP,1683385456
49,bredasdorp,-34.5322,20.0403,20.05,55,69,5.2,ZA,1683385456
50,arraial do cabo,-22.9661,-42.0278,25.98,73,40,2.57,BR,1683385292
51,ribeira grande,38.5167,-28.7,18.22,94,75,5.14,PT,1683385458
52,sangkhla buri,15.1555,98.4536,25.47,78,25,0.35,TH,1683385459
53,malanje,-9.5402,16.341,23.52,75,100,0.1,AO,1683385459
54,hasaki,35.7333,140.8333,22.38,72,94,12.9,JP,1683385315
55,chonchi,-42.6128,-73.8092,12.84,77,48,1.34,CL,1683385461
56,kurayoshi,35.4333,133.8167,16.99,99,100,2.87,JP,1683385461
57,sai buri,6.7013,101.6168,27.42,80,100,0.64,TH,1683385462
58,nebraska city,40.6767,-95.8592,18.24,88,100,6.17,US,1683385379
59,kingston,17.997,-76.7936,32.36,62,20,2.57,JM,1683385367
60,badger,64.8,-147.5333,4.84,65,75,1.54,US,1683385464
61,bethel,41.3712,-73.414,19.31,53,0,4.63,US,1683385465
62,vernon,50.2581,-119.2691,12.64,88,100,2.68,CA,1683385445
63,vilyuchinsk,52.9306,158.4028,0.15,94,100,2.64,RU,1683385466
64,utrik,11.2278,169.8474,27.08,78,8,7.79,MH,1683385467
65,whitehorse,60.7161,-135.0538,4.89,81,75,5.66,CA,1683385322
66,kuusamo,65.9667,29.1833,5.02,36,0,3.6,FI,1683385468
67,tiksi,71.6872,128.8694,-15.52,98,89,1.91,RU,1683385470
68,quellon,-43.1167,-73.6167,10.14,100,100,1.03,CL,1683385330
69,yellowknife,62.456,-114.3525,14.29,44,20,10.29,CA,1683385471
70,usinsk,65.9939,57.5281,-1.61,81,100,7.99,RU,1683385472
71,tucupita,9.0622,-62.051,31.55,49,73,2.88,VE,1683385472
72,blackmans bay,-43.0167,147.3167,3.74,84,2,2.59,AU,1683385473
73,arno,60.1167,18.6333,4.32,50,38,4.3,SE,1683385474
74,minas de marcona,-15.2119,-75.1103,19.64,65,60,3.87,PE,1683385474
75,st. john's,47.5649,-52.7093,5.44,91,100,7.2,CA,1683385204
76,shiguai,40.7058,110.2856,9.73,41,99,2.7,CN,1683385476
77,khabarovsk,48.4808,135.0928,7.89,56,0,2.0,RU,1683385204
78,shache,38.4167,77.2406,14.19,30,100,2.51,CN,1683385433
79,polyarnyy,69.1989,33.4478,1.7,96,98,3.32,RU,1683385478
80,fortuna,40.5982,-124.1573,9.96,95,63,0.94,US,1683385272
81,kamenka,51.3223,42.7678,10.34,57,84,4.84,RU,1683385479
82,saint-joseph,-21.3667,55.6167,24.21,85,32,4.79,RE,1683385480
83,colonia,50.9333,6.95,21.09,76,75,4.63,DE,1683385210
84,ballina,-28.8667,153.5667,17.2,80,93,3.34,AU,1683385481
85,adamstown,-25.066,-130.1015,22.94,78,100,5.35,PN,1683385482
86,jinjing,24.575,118.5972,25.12,98,100,1.74,CN,1683385482
87,port-vila,-17.7338,168.3219,25.57,80,0,2.1,VU,1683385253
88,remire-montjoly,4.9167,-52.2667,30.02,70,75,7.2,GF,1683385483
89,klaksvik,62.2266,-6.589,8.51,98,100,7.36,FO,1683385484
90,dudinka,69.4058,86.1778,-17.07,100,14,1.5,RU,1683385484
91,punta arenas,-53.15,-70.9167,7.06,70,20,9.26,CL,1683385485
92,tambopata,-12.7333,-69.1833,24.94,88,100,2.06,PE,1683385485
93,cacapava do sul,-30.5122,-53.4914,19.91,93,100,1.96,BR,1683385486
94,paciran,-6.8767,112.3761,27.35,83,58,1.55,ID,1683385487
95,hebi,35.8992,114.1925,13.27,55,100,3.49,CN,1683385488
96,mountain home,43.133,-115.6912,8.41,85,0,2.68,US,1683385434
97,anadyr,64.75,177.4833,-2.72,80,20,4.0,RU,1683385478
98,horta,38.5333,-28.6333,17.8,94,75,7.15,PT,1683385489
99,olonkinbyen,70.9221,-8.7187,0.1,99,100,2.44,SJ,1683385490
100,guatrache,-37.6678,-63.5302,18.27,29,83,3.97,AR,1683385490
101,klyuchi,52.2667,79.1667,18.71,21,14,1.82,RU,1683385491
102,puerto aysen,-45.4,-72.7,11.15,99,100,1.96,CL,1683385491
103,vieira de leiria,39.8695,-8.9324,25.47,60,40,4.12,PT,1683385492
104,lobva,59.1854,60.5185,17.05,34,100,4.28,RU,1683385492
105,sihanoukville,10.6093,103.5296,29.97,84,40,3.09,KH,1683385493
106,ushuaia,-54.8,-68.3,6.79,75,40,6.17,AR,1683385493
107,boca suno,-0.7167,-77.1333,25.77,75,100,0.79,EC,1683385288
108,itoman,26.1247,127.6694,25.22,94,75,6.69,JP,1683385495
109,kiunga,-6.1219,141.2906,23.36,99,100,0.86,PG,1683385495
110,lihue,21.9789,-159.3672,22.77,82,100,6.69,US,1683385496
111,atafu village,-8.5421,-172.5159,28.66,76,2,6.03,TK,1683385497
112,boyabat,41.4689,34.7667,14.88,89,80,2.29,TR,1683385497
113,capinota,-17.7167,-66.2333,15.67,47,82,2.51,BO,1683385498
114,cabo san lucas,22.8909,-109.9124,25.61,48,75,4.12,MX,1683385483
115,ilulissat,69.2167,-51.1,-0.99,100,75,2.06,GL,1683385499
116,yarmouth,41.7057,-70.2286,21.19,54,0,4.12,US,1683385500
117,ad dabbah,18.05,30.95,41.59,5,35,4.93,SD,1683385500
118,bubaque,11.2833,-15.8333,25.84,80,62,4.27,GW,1683385501
119,nikolayevsk-on-amure,53.1406,140.73,-0.8,90,96,0.69,RU,1683385502
120,tsiombe,-25.3,45.4833,21.7,82,49,2.71,MG,1683385503
121,mirabela,-16.2628,-44.1644,28.58,32,0,3.06,BR,1683385503
122,sanga-sanga,5.0725,119.7853,27.99,76,100,1.97,PH,1683385510
123,al jawf,29.5,38.75,33.38,7,2,12.01,SA,1683385510
124,nuuk,64.1835,-51.7216,0.34,93,75,9.77,GL,1683385512
125,hamilton,39.1834,-84.5333,20.4,58,100,3.6,US,1683385513
126,new plymouth,-39.0667,174.0833,16.42,100,100,4.51,NZ,1683385513
127,salalah,17.0151,54.0924,29.05,79,20,3.6,OM,1683385514
128,laminusa,5.5549,120.9136,28.49,76,100,2.07,PH,1683385514
129,port macquarie,-31.4333,152.9167,12.16,78,98,2.3,AU,1683385515
130,ujae,8.9322,165.7642,27.67,81,81,8.8,MH,1683385516
131,cartagena del chaira,1.3349,-74.8429,25.03,92,100,1.35,CO,1683385517
132,talnakh,69.4865,88.3972,-16.17,98,26,2.45,RU,1683385517
133,hobyo,5.3505,48.5268,28.74,75,100,9.88,SO,1683385518
134,saipan,15.1355,145.701,27.39,100,75,5.81,MP,1683385519
135,brisas de zicatela,15.8369,-97.0419,34.29,59,0,0.0,MX,1683385519
136,sitka,57.0531,-135.33,5.94,81,40,0.0,US,1683385520
137,uturoa,-16.7333,-151.4333,27.51,79,100,8.87,PF,1683385521
138,ancud,-41.8697,-73.8203,12.52,82,14,0.76,CL,1683385522
139,bremen,53.0752,8.8078,18.88,69,75,4.12,DE,1683385523
140,isafjordur,66.0755,-23.124,6.02,93,100,3.09,IS,1683385524
141,anna regina,7.2644,-58.5077,27.85,73,85,4.2,GY,1683385524
142,west island,-12.1568,96.8225,26.99,89,40,1.54,CC,1683385525
143,alegrete,-29.7831,-55.7919,18.91,90,100,3.22,BR,1683385526
144,keflavik,64.0049,-22.5624,11.95,66,75,5.14,IS,1683385527
145,college,64.8569,-147.8028,4.89,64,75,1.54,US,1683385527
146,pacific grove,36.6177,-121.9166,12.23,82,100,3.13,US,1683385529
147,verkhnevilyuysk,63.4453,120.3167,1.22,97,100,4.87,RU,1683385530
148,sambava,-14.2667,50.1667,25.69,78,0,5.19,MG,1683385530
149,port saint john's,-31.6229,29.5448,21.03,80,94,4.16,ZA,1683385531
150,atar,20.5169,-13.0499,37.26,11,0,5.57,MR,1683385532
151,cooper's town,26.8667,-77.5167,24.38,78,11,6.46,BS,1683385533
152,lompoc,34.6391,-120.4579,12.14,86,0,5.36,US,1683385448
153,eqbaliyeh,35.3022,51.5358,29.52,11,2,1.6,IR,1683385534
154,codrington,-38.2667,141.9667,7.87,76,76,4.46,AU,1683385534
155,swift current,50.2834,-107.8014,8.45,71,0,7.72,CA,1683385535
156,petropavlovsk-kamchatsky,53.0452,158.6483,-0.67,100,75,1.0,RU,1683385536
157,pisco,-13.7,-76.2167,22.03,78,100,1.03,PE,1683385536
158,san pedro,14.35,121.0167,29.64,79,20,2.57,PH,1683385537
159,roma,43.2128,-75.4557,17.07,66,4,1.34,US,1683385537
160,bagula,23.3167,88.65,29.58,62,0,5.14,IN,1683385538
161,chibougamau,49.9168,-74.3659,14.79,41,0,4.12,CA,1683385538
162,ilha de mocambique,-15.0342,40.7358,26.05,67,0,5.54,MZ,1683385539
163,mount gambier,-37.8333,140.7667,5.6,88,16,2.36,AU,1683385539
164,awjilah,29.1081,21.2869,26.6,29,4,5.32,LY,1683385408
165,wolmaransstad,-27.1974,25.9831,23.12,35,94,3.84,ZA,1683385541
166,maffra,-37.9667,146.9833,5.79,92,100,2.21,AU,1683385541
167,port alfred,-33.5906,26.891,19.54,85,48,2.24,ZA,1683385542
168,borogontsy,62.6683,131.1683,2.0,98,100,3.95,RU,1683385542
169,alice springs,-23.7,133.8833,12.75,54,100,4.72,AU,1683385353
170,sortavala,61.7053,30.6918,5.23,61,100,3.19,RU,1683385543
171,masuguru,-11.3667,38.4167,26.32,60,100,1.18,TZ,1683385544
172,fale old settlement,-9.3852,-171.2468,29.01,72,2,6.03,TK,1683385545
173,iskateley,67.6803,53.1512,-4.5,86,88,3.31,RU,1683385545
174,suva,-18.1416,178.4415,23.71,94,40,0.0,FJ,1683385546
175,saint-francois,46.4154,3.9054,23.87,48,0,2.06,FR,1683385547
176,enewetak,11.3474,162.3373,27.42,82,48,8.42,MH,1683385547
177,borovskoy,53.8,64.15,19.39,29,6,3.72,KZ,1683385548
178,alpine,32.835,-116.7664,12.77,86,21,0.99,US,1683385549
179,al khums,32.6486,14.2619,21.8,61,2,6.63,LY,1683385550
180,shakawe,-18.3667,21.85,32.02,15,25,2.95,BW,1683385550
181,afaahiti,-17.75,-149.2833,24.48,81,85,8.03,PF,1683385551
182,san patricio,28.017,-97.5169,28.26,72,45,7.74,US,1683385551
183,prairie view,30.0933,-95.9877,28.06,89,94,5.22,US,1683385552
184,ulan bator,47.9077,106.8832,0.07,43,0,0.0,MN,1683385332
185,colonia menno,-22.3667,-59.8167,16.62,91,100,2.17,PY,1683385553
186,floro,61.5996,5.0328,12.98,26,0,1.54,NO,1683385401
187,yuzhno-kurilsk,44.0306,145.8556,1.37,84,100,2.64,RU,1683385554
188,margate,51.3813,1.3862,14.06,82,100,4.47,GB,1683385296
189,hawaiian paradise park,19.5933,-154.9731,20.73,90,100,0.0,US,1683385555
190,kapa'a,22.0752,-159.319,23.18,81,100,6.69,US,1683385556
191,la rinconada,37.4873,-5.9826,31.74,25,0,5.66,ES,1683385558
192,linyi,35.0631,118.3428,14.52,60,100,4.8,CN,1683385558
193,viqueque,-8.8673,126.3658,24.84,92,98,1.37,TL,1683385559
194,prado,-17.3411,-39.2208,28.4,58,11,4.36,BR,1683385559
195,saint-mandrier-sur-mer,43.078,5.929,20.92,73,0,3.09,FR,1683385560
196,vorgashor,67.5833,63.95,-8.57,94,70,3.2,RU,1683385562
197,constantia,44.1833,28.65,17.61,69,23,7.85,RO,1683385443
198,margaret river,-33.95,115.0667,16.26,55,97,4.9,AU,1683385563
199,fortaleza,-3.7227,-38.5247,31.07,62,40,9.26,BR,1683385503
200,par,50.3539,-4.7109,17.49,84,85,4.56,GB,1683385565
201,eduardo castex,-35.915,-64.2945,17.88,35,99,3.46,AR,1683385566
202,gislaved,57.3044,13.5408,13.39,23,27,0.89,SE,1683385567
203,jiangyou,31.7667,104.7167,20.87,61,100,1.21,CN,1683385568
204,eraan,9.0629,117.7016,25.14,83,100,4.49,PH,1683385568
205,manicore,-5.8092,-61.3003,26.97,83,40,2.57,BR,1683385569
206,queenstown,-31.8976,26.8753,21.81,37,98,8.53,ZA,1683385570
207,la passe,45.5549,-0.8967,26.13,80,100,5.29,FR,1683385571
208,lata,40.1629,-8.3327,22.82,51,73,4.62,PT,1683385572
209,sao vicente,-23.9631,-46.3919,27.98,69,0,1.03,BR,1683385573
210,fort st. john,56.2499,-120.8529,12.94,38,100,8.23,CA,1683385573
211,pathein,16.7833,94.7333,29.1,75,3,5.5,MM,1683385574
212,tekoh,20.75,-89.4667,29.99,45,100,4.04,MX,1683385575
213,carnarvon,-24.8667,113.6333,22.43,69,19,5.6,AU,1683385576
214,tual,-5.6667,132.75,28.25,78,87,4.92,ID,1683385576
215,lillesand,58.2488,8.3778,10.19,49,40,5.66,NO,1683385577
216,sitangkai,4.6628,119.3928,28.43,77,95,1.45,PH,1683385578
217,gadzhiyevo,69.2551,33.3362,1.51,97,100,3.14,RU,1683385401
218,la mira,18.035,-102.3266,30.02,53,6,0.79,MX,1683385579
219,bayganin,48.6947,55.8742,18.89,28,100,2.54,KZ,1683385580
220,borodulikha,50.7184,80.9295,15.86,47,2,3.12,KZ,1683385581
221,zaozersk,69.4005,32.4476,1.82,95,99,4.12,RU,1683385582
222,fuerte olimpo,-21.0415,-57.8738,27.86,60,99,1.0,PY,1683385582
223,erdenet,49.0333,104.0833,7.21,27,82,0.68,MN,1683385583
224,stanley,54.868,-1.6985,17.63,76,40,4.12,GB,1683385294
225,uttar char fasson,22.2332,90.7132,29.83,70,38,3.95,BD,1683385585
226,moundou,8.5667,16.0833,39.38,18,41,3.37,TD,1683385585
227,myskhako,44.6714,37.7433,19.9,64,98,1.59,RU,1683385586
228,kharp,66.8014,65.8081,-4.95,92,100,3.06,RU,1683385587
229,hermanus,-34.4187,19.2345,19.89,71,91,5.85,ZA,1683385588
230,geraldton,-28.7667,114.6,17.23,88,100,4.12,AU,1683385588
231,tazacorte,28.629,-17.9293,23.97,72,20,8.75,ES,1683385589
232,benguela,-12.5763,13.4055,28.93,69,12,4.7,AO,1683385590
233,ishigaki,24.3448,124.1572,26.07,94,100,3.09,JP,1683385591
234,sinabang,2.4803,96.3801,25.91,89,100,6.63,ID,1683385592
235,tomatlan,19.9333,-105.25,31.03,30,12,1.37,MX,1683385593
236,chegdomyn,51.1167,133.0167,3.13,80,63,0.84,RU,1683385594
237,tongchuanshi,35.0806,109.0897,9.8,92,100,2.75,CN,1683385594
238,al wakrah,24.85,51.3333,30.36,26,0,3.11,QA,1683385408
239,kincardine,56.0667,-3.7167,15.31,84,100,3.64,GB,1683385596
240,east london,-33.0153,27.9116,20.52,77,0,8.23,ZA,1683385596
241,daru,-9.0763,143.2092,25.95,90,99,4.12,PG,1683385597
242,winslow,35.0242,-110.6974,11.1,37,0,3.6,US,1683385569
243,acarau,-2.8856,-40.12,29.68,66,20,5.97,BR,1683385598
244,flin flon,54.7682,-101.865,7.91,61,75,2.06,CA,1683385598
245,boca chica,18.4537,-69.6111,30.06,62,40,3.09,DO,1683385599
246,matoury,4.8483,-52.3317,29.98,70,75,7.2,GF,1683385599
247,la sarre,48.8002,-79.1996,15.63,43,33,1.46,CA,1683385600
248,samarinda,-0.5,117.15,24.42,98,100,0.71,ID,1683385600
249,nueva gerona,21.8833,-82.8,29.31,64,20,4.76,CU,1683385601
250,fuding,27.3273,120.214,20.49,99,100,1.22,CN,1683385601
251,lorengau,-2.0226,147.2712,27.27,82,35,1.88,PG,1683385602
252,cuatro cienegas de carranza,26.9833,-102.0833,31.52,10,83,1.0,MX,1683385603
253,grand-bourg,15.8835,-61.3148,29.97,68,5,7.03,GP,1683385603
254,nova sintra,14.8667,-24.7167,20.02,79,8,12.32,CV,1683385604
255,tofol,5.3248,163.0078,28.34,81,36,6.42,FM,1683385604
256,lebu,-37.6167,-73.65,13.77,83,32,6.66,CL,1683385605
257,wajir,1.7471,40.0573,32.98,49,40,2.57,KE,1683385345
258,posto fiscal rolim de moura,-13.0833,-62.2667,29.9,62,49,1.48,BR,1683385606
259,pindushi,62.9152,34.58,3.95,52,97,3.68,RU,1683385606
260,tolanaro,-25.0319,46.9987,23.53,82,30,5.69,MG,1683385607
261,luderitz,-26.6481,15.1594,17.21,72,0,7.17,NA,1683385608
262,makushino,55.2103,67.2442,19.34,25,2,3.26,RU,1683385608
263,ust-nera,64.5667,143.2,-7.43,80,99,2.73,RU,1683385609
264,le coteau,46.0271,4.0869,25.32,55,71,1.06,FR,1683385609
265,kilkis,40.9919,22.8708,18.03,58,89,3.63,GR,1683385610
266,nagtipunan,16.2167,121.6,22.59,84,11,1.29,PH,1683385610
267,ardabil,38.2498,48.2933,16.75,63,40,7.2,IR,1683385611
268,ouesso,1.6136,16.0517,26.85,78,100,3.54,CG,1683385611
269,bardai,11.65,7.2333,38.38,14,62,4.41,NG,1683385612
270,kailua-kona,19.6406,-155.9956,22.98,82,0,2.24,US,1683385613
271,sabang,5.8933,95.3214,27.92,80,100,8.83,ID,1683385613
272,berezovyy,51.6667,135.7,4.25,81,35,1.34,RU,1683385614
273,portland,45.5234,-122.6762,12.19,91,75,1.34,US,1683384907
274,jimena de la frontera,36.4352,-5.4539,26.15,25,1,4.74,ES,1683385617
275,formosa do rio preto,-11.0483,-45.1931,32.69,34,5,3.2,BR,1683385617
276,esmeralda,21.8525,-78.1169,30.38,58,14,3.61,CU,1683385618
277,tindouf,27.6711,-8.1474,35.04,12,4,6.38,DZ,1683385619
278,hithadhoo,-0.6,73.0833,28.27,77,100,8.12,MV,1683385367
279,surovikino,48.6078,42.8486,15.74,69,71,7.4,RU,1683385620
280,olivenza,38.6832,-7.103,26.48,41,66,5.26,ES,1683385620
281,crane,31.3974,-102.3501,23.87,60,100,3.56,US,1683385621
282,antsiranana,-12.2787,49.2917,25.54,77,0,5.48,MG,1683385621
283,mitu,1.1983,-70.1733,30.11,65,39,1.09,CO,1683385622
284,mili,6.0815,171.735,27.85,81,80,5.23,MH,1683385623
285,oranjestad,12.524,-70.027,29.97,66,75,12.35,AW,1683385624
286,arauca,7.0847,-70.7591,29.0,61,99,3.09,CO,1683385626
287,callao,-12.0667,-77.15,25.95,73,100,5.66,PE,1683385626
288,pandan,14.0453,124.1694,26.46,89,24,2.49,PH,1683385628
289,kataysk,56.289,62.5841,19.29,30,86,4.34,RU,1683385630
290,kargasok,59.0556,80.8572,12.77,76,39,4.25,RU,1683385631
291,challapalle,16.1167,80.9333,27.08,75,27,3.35,IN,1683385632
292,hrubieszow,50.805,23.8925,11.48,70,100,6.48,PL,1683385632
293,thurso,58.5927,-3.5259,9.14,87,47,10.12,GB,1683385633
294,jiangzi,28.95,89.6333,5.86,39,84,3.97,CN,1683385634
295,saguenay,48.4168,-71.0657,19.49,44,29,2.24,CA,1683385635
296,namibe,-15.1961,12.1522,24.13,75,9,5.4,AO,1683385636
297,cam ranh,11.9214,109.1591,31.98,66,0,4.12,VN,1683385637
298,lycksele,64.5954,18.6735,11.93,20,67,2.57,SE,1683385372
299,i-n-salah,27.1935,2.4607,42.09,4,92,3.13,DZ,1683385638
300,rancho palos verdes,33.7445,-118.387,15.83,83,40,1.34,US,1683385639
301,mejit,10.2753,170.8646,27.28,78,18,8.18,MH,1683385640
302,happy valley-goose bay,53.3168,-60.3315,7.53,42,47,1.68,CA,1683385641
