City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
26,tostado,-29.232,-61.7692,20.55,60,0,3.09,AR,1683385439
27,mount isa,-20.7333,139.5,20.87,30,11,8.23,AU,1683385376
28,sao joao da barra,-21.6403,-41.0511,27.05,68,2,2.53,BR,1683385440
29,bilibino,68.0546,166.4372,-6.45,97,100,1.05,RU,1683385441
30,port-aux-francais,-49.35,70.2167,4.44,61,55,13.66,TF,1683385441
31,rio grande,-32.035,-52.0986,21.06,91,100,5.11,BR,1683385443
32,albany,42.6001,-73.9662,17.96,54,5,0.89,US,1683385258
33,fort mcmurray,56.7268,-111.381,10.77,53,0,6.17,CA,1683385213
34,bandarbeyla,9.4942,50.8122,31.28,64,100,8.87,SO,1683385445
35,fort bragg,35.139,-79.006,24.55,60,0,0.89,US,1683385206
36,bardsir,29.9227,56.5743,22.64,11,0,5.45,IR,1683385447
37,am timan,11.0297,20.2827,41.3,9,45,0.65,TD,1683385448
38,luau,-10.7073,22.2247,27.72,52,10,0.83,AO,1683385448
39,papatowai,-46.5619,169.4708,9.23,95,27,2.34,NZ,1683385449
40,iqaluit,63.7506,-68.5145,-1.15,80,75,11.32,CA,1683385450
41,puerto natales,-51.7236,-72.4875,8.25,53,20,7.72,CL,1683385330
